University_Name_CN,University_Name_EN,University_Name_Local,City,URL,University_Abbr,University_Other_Name,Description_CN,Description_EN,Unit_CN,Unit_EN,Lon,Lat
本·古里安大学,Ben-Gurion University,אוניברסיטת בן-גוריון בנגב,Eilat,https://in.bgu.ac.il/en/humsos/geog/Pages/default.aspx,BGU,班固里昂大学,本-古里安大学在城市研究(https://in.bgu.ac.il/en/humsos/geog/Pages/Urban-Studies.aspx)、地理信息学(https://in.bgu.ac.il/en/humsos/geog/Pages/GeoInformatics.aspx)和环境研究(https://in.bgu.ac.il/en/humsos/geog/Pages/Environmental-Studies.aspx)开展研究项目。它授予硕士和博士学位。,"The Ben-Gurion University operates research projects in [urban studies](https://in.bgu.ac.il/en/humsos/geog/Pages/Urban-Studies.aspx), [geoinformatics](https://in.bgu.ac.il/en/humsos/geog/Pages/GeoInformatics.aspx) and [environmental studies](https://in.bgu.ac.il/en/humsos/geog/Pages/Environmental-Studies.aspx). It grants MA and PhD degrees.",地理与环境发展系,Department of Geography and Environmental Development,34.799,31.261
京都大学,Kyoto University,きょうとだいが,Sakyo Ward,https://www.ce.t.kyoto-u.ac.jp/ja/information/laboratory/geoinfo?set_language=ja,,,京都大学是日本领先的研究型大学，其土木与地球资源工程系的空间信息实验室(http://www.gi.ce.t.kyoto-u.ac.jp/index.html)开设了地理信息学和城市规划的理学硕士和博士学位课程。主要研究方向包括遥感、灾害信息分析、三维建筑模型、城市规划、土地资源管理等。科学系的科研工作需要日语的语言能力，硕士和博士研究生需要通过入学考试(https://www.t.kyoto-u.ac.jp/en/admissions/graduate/exam1/e01masterinternational2020)。,"Kyoto University is a leading research university in Japan, and its [Space Information Laboratory] (http://www.gi.ce.t.kyoto-u.ac.jp/index.html) in the Department of Civil and Earth Resources Engineering is operating the Master of Science and PhD programs in geoinformatics and urban planning. The main research directions include remote sensing, disaster information analysis, 3D building models, urban planning, and land resource management, etc. The scientific work of the department requires the language proficiency in Japanese, and master's and doctoral students need to pass the [Entrance Exam](https://www.t.kyoto-u.ac.jp/en/admissions/graduate/exam1/e01masterinternational2020).",土木与地球资源工程系,Department of Civil and Earth Resources Engineering,135.779,35.026
筑波大学,University of Tsukuba,つくばだいがく,Tsukuba,https://www.earth.tsukuba.ac.jp/,,,筑波大学地球科学学院提供硕士和博士课程，包括空间信息科学(http://giswin.geo.tsukuba.ac.jp/sis/jp/)专业。本专业学生运用GIS、遥感、定量地理、空间统计、区域地理等技能，研究不同的课题。该部门有日语和英语教学选项，英语选项需要提供语言成绩(接受托福或雅思)，并要求入学考试(笔试)和口试(面试)。笔试主要考查gis相关知识，口试主要考查学习计划和学术背景。,"The School of Earth Science at the University of Tsukuba offers master’s and doctoral programs, including the [spatial information science](http://giswin.geo.tsukuba.ac.jp/sis/jp/) major. Students of this major utilize GIS, remote sensing, quantitative geography, spatial statistics, regional geography, and other skills to study different topics. The department has both Japanese and English instruction options,  and for the English option, language scores need to be provided (TOEFL or IELTS are accepted), and an entrance test (written test) and oral test (interview) are required. The written test mainly examines the GIS-related knowledge, and the oral test focuses on study plans and academic backgrounds.",地球科学学院,School of Earth Science,140.099,36.11
东京都立大学,Tokyo Metropolitan University,とうきょうとりつだいがく,Tokyo,https://www.ues.tmu.ac.jp/geog/index.html,,,东京市立大学(TMU)是一所位于日本东京的研究型大学。地理系设有硕士、博士学位授权点。本系学术小组包括气候学、第四纪地貌学、环境地理学、城市与人文地理学、地理科学等。其中，GIS科学的研究方向包括GIS/RS在城市规划、气候研究、水文地理、数值模拟、灾害评估等领域的应用。,"Tokyo Metropolitan University (TMU) is a research university located in Tokyo, Japan. Its geography department has master’s and doctorate degree programs. Academic groups in this department include climatology, quaternary geomorphology, environmental geography, urban and human geography, and GIScience. Among them, the research direction of GIScience includes the application of GIS/RS in urban planning, climate research, hydrogeography, numerical simulation, hazard assessment, and other domains.",地理系,Department of Geography,139.64,35.598
千叶大学,Chiba University,ちばだいがく,Chiba,https://ceres.chiba-u.jp/en/top-eng/,,,千叶大学环境遥感研究中心设有硕士、博士学位授权点。中心的研究项目主要有三大模块:1)遥感技术与算法，2)地理信息科学应用，3)卫星图像先进应用。,"The Center for Environmental Remote Sensing (CEReS) at Chiba University offers master's and doctoral degree programs. The center’s research programs are in three major modules, namely: 1) remote sensing technology and algorithms, 2) applications of geographic information science, and 3) advanced applications of satellite imagery.",环境遥感中心,Center for Environmental Remote Sensing,140.101,35.628
上智大学,Sophia University,じょうちだいがく,Chiyoda,https://www.genv.sophia.ac.jp/english/index.html,,,索菲亚大学全球环境研究研究生院的研究生课程包括硕士和博士学位。这所学校的研究重点包括可持续发展和生态系统。,The graduate programs of the Graduate School of Global Environmental Studies at the Sophia University include master's and doctoral degrees. This school's research focuses include sustainable development and ecosystems.,全球环境研究研究生院,Graduate School of Global Environmental Studies,139.731,35.683
立正大学,Rissho University,りっしょうだいがく,Tokyo,http://rissho-map.jp/,,,立正大学地球环境科学系地理学系提供硕士学位和博士学位。研究生院的研究主题以人文社会科学为主，可分为区域系统研究、产业区域研究和地理信息/环境教育研究三大类。,"The Department of Geography of the Faculty of Geo-Environmental Sciences at the Risho University offers a master's degree and a doctorate degree. Research themes of the graduate school are mainly based on the humanities and social sciences, which can be grouped into three categories, namely the regional system research, industrial regional research, and geoinformatics/environmental education research.",地理系,Department of Geography,139.723,35.62
名古屋大学,Nagoya University,なごやだいがく,Nagoya,http://www.env.nagoya-u.ac.jp/,,,名古屋大学环境学研究科开设硕士和博士学位。该研究科的科研分为以下领域：1) 地球环境科学，2) 城市环境学，以及 3) 社会与环境研究。同时附属两个研究中心，分别为：1）地震与火山研究中心，2）可持续发展教育研究中心。,"The Graduate School of Environmental Studies at the Nagoya University offers master's and doctoral degree programs. Its research themes are mainly in the following fields: 1) Earth and Environmental Science, 2) Urban Environmental Science, and 3) Social and Environmental Research. There are two affiliated research centers, namely: 1) the Earthquake and Volcano Research Center, 2) Sustainable Development Education Research Center.",环境研究研究生院,Graduate School of Environmental Studies,136.966,35.154
北海道大学,Hokkaido University,ほっかいどうだいがく,Sapporo,https://www.eorc.jaxa.jp/ISS/en/index.html,,,北海道大学遥感信息学组开设硕士和博士学位。该中心的科研主要是通过遥感手段研究全球和区域性问题。,The Group of Informatics for Remote Sensing at the Hokkaido University offers master's and doctoral degree programs. This group mainly utilizes remote sensing to study global and regional issues.,遥感信息学组,Group of Informatics for Remote Sensing,141.34,43.074
庆应义塾大学,Keio University,けいおうぎじゅくだいがく,Minato Ku,http://ecogis.sfc.keio.ac.jp/ecolog2/en/about-2/,,,"庆应义塾大学政策媒体研究院下设地理信息实验室，开设硕士和博士学位。该实验室的科研主要是利用地理信息技术对实际环境情况及相关政策进行评价和研究。

经济学部有做经济地理方面研究的导师，本科生（学部生）可以在三年级选择参加导师的研究室(zemi)来学习经济地理相关的专业内容。研究生和博士（大学院生）可以选择指导导师。","The Keio University operates a GIS Lab which hosts master's and doctoral degree programs. People in this lab mainly use GIS techniques to study real-world environmental problems and evaluate related policies.
The Department of Economics has instructors who do research in economic geography. Undergraduate students have the opportunities of joining their advisors' research labs (zemi) in their third year to learn specialized content related to economic geography. Masters and doctoral students should choose a supervisor.",GIS实验室,GIS Lab,139.74,35.649
